Min	Max	Gen[Ir L3-M1]	Emit[Ir L3-M1]	Gen[Ir L3-M4]	Emit[Ir L3-M4]	Gen[Ir L3-M5]	Emit[Ir L3-M5]	Gen[Ir L3-N1]	Emit[Ir L3-N1]	Gen[Ir L3-N4]	Emit[Ir L3-N4]	Gen[Ir L3-N5]	Emit[Ir L3-N5]	Gen[Ir L3-O1]	Emit[Ir L3-O1]	Gen[Ir L3-O4]	Emit[Ir L3-O4]	Gen[Ir L3-O5]	Emit[Ir L3-O5]	Gen[Ir M1-N2]	Emit[Ir M1-N2]	Gen[Ir M1-N3]	Emit[Ir M1-N3]	Gen[Ir M1-O2]	Emit[Ir M1-O2]	Gen[Ir M1-O3]	Emit[Ir M1-O3]	Gen[Ir M2-N1]	Emit[Ir M2-N1]	Gen[Ir M2-N4]	Emit[Ir M2-N4]	Gen[Ir M2-O1]	Emit[Ir M2-O1]	Gen[Ir M2-O4]	Emit[Ir M2-O4]	Gen[Ir M3-N1]	Emit[Ir M3-N1]	Gen[Ir M3-N4]	Emit[Ir M3-N4]	Gen[Ir M3-N5]	Emit[Ir M3-N5]	Gen[Ir M3-O1]	Emit[Ir M3-O1]	Gen[Ir M3-O4]	Emit[Ir M3-O4]	Gen[Ir M3-O5]	Emit[Ir M3-O5]	Gen[Ir M4-N2]	Emit[Ir M4-N2]	Gen[Ir M4-N3]	Emit[Ir M4-N3]	Gen[Ir M4-N6]	Emit[Ir M4-N6]	Gen[Ir M4-O2]	Emit[Ir M4-O2]	Gen[Ir M4-O3]	Emit[Ir M4-O3]	Gen[Ir M5-N3]	Emit[Ir M5-N3]	Gen[Ir M5-N6]	Emit[Ir M5-N6]	Gen[Ir M5-N7]	Emit[Ir M5-N7]	Gen[Ir M5-O3]	Emit[Ir M5-O3]	Gen[Ir N1-O2]	Emit[Ir N1-O2]	Gen[Ir N1-O3]	Emit[Ir N1-O3]	Gen[Ir N2-O1]	Emit[Ir N2-O1]	Gen[Ir N3-O1]	Emit[Ir N3-O1]	Gen[Ir N4-O2]	Emit[Ir N4-O2]	Gen[Ir N5-O3]	Emit[Ir N5-O3]	Gen_I[Ir L3-M1]	Emit_I[Ir L3-M1]	Gen_I[Ir L3-M4]	Emit_I[Ir L3-M4]	Gen_I[Ir L3-M5]	Emit_I[Ir L3-M5]	Gen_I[Ir L3-N1]	Emit_I[Ir L3-N1]	Gen_I[Ir L3-N4]	Emit_I[Ir L3-N4]	Gen_I[Ir L3-N5]	Emit_I[Ir L3-N5]	Gen_I[Ir L3-O1]	Emit_I[Ir L3-O1]	Gen_I[Ir L3-O4]	Emit_I[Ir L3-O4]	Gen_I[Ir L3-O5]	Emit_I[Ir L3-O5]	Gen_I[Ir M1-N2]	Emit_I[Ir M1-N2]	Gen_I[Ir M1-N3]	Emit_I[Ir M1-N3]	Gen_I[Ir M1-O2]	Emit_I[Ir M1-O2]	Gen_I[Ir M1-O3]	Emit_I[Ir M1-O3]	Gen_I[Ir M2-N1]	Emit_I[Ir M2-N1]	Gen_I[Ir M2-N4]	Emit_I[Ir M2-N4]	Gen_I[Ir M2-O1]	Emit_I[Ir M2-O1]	Gen_I[Ir M2-O4]	Emit_I[Ir M2-O4]	Gen_I[Ir M3-N1]	Emit_I[Ir M3-N1]	Gen_I[Ir M3-N4]	Emit_I[Ir M3-N4]	Gen_I[Ir M3-N5]	Emit_I[Ir M3-N5]	Gen_I[Ir M3-O1]	Emit_I[Ir M3-O1]	Gen_I[Ir M3-O4]	Emit_I[Ir M3-O4]	Gen_I[Ir M3-O5]	Emit_I[Ir M3-O5]	Gen_I[Ir M4-N2]	Emit_I[Ir M4-N2]	Gen_I[Ir M4-N3]	Emit_I[Ir M4-N3]	Gen_I[Ir M4-N6]	Emit_I[Ir M4-N6]	Gen_I[Ir M4-O2]	Emit_I[Ir M4-O2]	Gen_I[Ir M4-O3]	Emit_I[Ir M4-O3]	Gen_I[Ir M5-N3]	Emit_I[Ir M5-N3]	Gen_I[Ir M5-N6]	Emit_I[Ir M5-N6]	Gen_I[Ir M5-N7]	Emit_I[Ir M5-N7]	Gen_I[Ir M5-O3]	Emit_I[Ir M5-O3]	Gen_I[Ir N1-O2]	Emit_I[Ir N1-O2]	Gen_I[Ir N1-O3]	Emit_I[Ir N1-O3]	Gen_I[Ir N2-O1]	Emit_I[Ir N2-O1]	Gen_I[Ir N3-O1]	Emit_I[Ir N3-O1]	Gen_I[Ir N4-O2]	Emit_I[Ir N4-O2]	Gen_I[Ir N5-O3]	Emit_I[Ir N5-O3]
2700.108	2700.114	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.798	0.053	0.798	0.065	0.798	0.124	0.798	0.126	9.112	0.306	356.050	23.695	9.112	0.981	9.112	1.146	224.321	75.301	224.318	8.121	224.321	8.614	6.229	0.440	6.071	0.532	6.229	0.548	502.007	97.182	38.119	8.816	502.009	31.067	38.117	2.362	9.121	0.589	318.214	62.631	318.214	121.654	318.214	122.013	318.210	123.258	1.532	0.000	0.798	0.000	3.924	0.000	4.349	0.000	2.206	0.000	13.038	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	129777.112	8620.621	114373.349	9330.405	28264.716	4387.989	25306.575	4001.311	107812.303	3616.705	573660.739	38176.776	22122.010	2381.166	42703.360	5372.650	602172.526	202139.832	293812.005	10636.278	2293792.641	88085.003	117385.571	8293.468	20145.809	1766.066	157519.037	13847.885	2127594.454	411876.101	218178.931	50457.096	23166068.602	1433653.273	518574.392	32134.577	51093.461	3297.162	3248292.572	639333.504	2223051.626	849878.145	43362478.866	16626425.136	863513.367	334480.230	5854.615	1.111	1460.292	0.357	19906.471	0.170	40625.101	0.012	5501.933	0.000	56062.216	0.000
2700.114	2700.119	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.705	0.041	0.705	0.051	0.705	0.100	0.705	0.102	8.063	0.229	315.069	18.362	8.064	0.778	8.063	0.917	199.202	63.388	199.200	6.129	199.202	6.521	5.531	0.343	5.392	0.420	5.531	0.432	447.533	79.938	33.983	7.315	447.535	24.165	33.981	1.837	8.134	0.459	283.764	51.574	283.764	103.490	283.764	103.810	283.761	104.922	1.355	0.000	0.705	0.000	3.477	0.000	3.859	0.000	1.951	0.000	11.615	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	114713.067	6672.917	101097.316	7295.344	24983.853	3540.697	22369.082	3231.578	95403.259	2710.317	507633.197	29585.229	19575.798	1889.255	37788.264	4295.438	534744.169	170159.904	260912.362	8028.082	2036944.861	66677.562	104241.306	6468.241	17891.557	1392.148	139880.818	10916.520	1896723.937	338789.959	194503.798	41866.995	20652261.444	1115138.966	462302.609	24996.856	45562.033	2570.611	2896631.162	526459.323	1982383.202	722981.985	38668040.172	14145956.572	770029.069	284721.570	5178.039	0.646	1290.787	0.210	17638.767	0.085	36046.738	0.005	4867.052	0.000	49942.318	0.000
2700.119	2700.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.598	0.030	0.598	0.038	0.598	0.077	0.598	0.079	6.841	0.165	267.333	13.651	6.842	0.592	6.842	0.703	169.369	51.100	169.367	4.432	169.369	4.729	4.703	0.256	4.585	0.317	4.703	0.326	382.441	63.049	29.040	5.820	382.443	18.027	29.038	1.371	6.953	0.343	242.646	40.736	242.646	84.436	242.647	84.709	242.643	85.659	1.149	0.000	0.598	0.000	2.953	0.000	3.280	0.000	1.656	0.000	9.920	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	97292.703	4958.263	85744.644	5475.379	21189.797	2742.160	18972.106	2504.993	80948.757	1948.658	430721.936	21994.256	16609.879	1437.854	32062.982	3294.108	454659.367	137173.601	221837.387	5805.292	1731886.220	48355.175	88629.833	4832.511	15212.856	1051.156	118931.869	8243.352	1620854.049	267212.301	166214.103	33309.544	17648483.815	831894.305	395062.798	18648.864	38947.156	1922.181	2476906.674	415827.119	1695134.080	589868.937	33065006.084	11543107.963	658451.151	232448.345	4392.655	0.361	1094.768	0.119	14978.376	0.041	30634.246	0.002	4129.135	0.000	42655.250	0.000
2700.125	2700.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.519	0.023	0.519	0.029	0.519	0.061	0.519	0.063	5.960	0.121	232.878	10.397	5.960	0.462	5.960	0.553	148.681	42.496	148.679	3.301	148.681	3.532	4.129	0.197	4.026	0.247	4.128	0.254	339.925	51.661	25.812	4.811	339.927	13.959	25.810	1.062	6.185	0.266	215.988	33.455	215.988	71.663	215.988	71.905	215.985	72.748	0.999	0.000	0.519	0.000	2.579	0.000	2.874	0.000	1.441	0.000	8.803	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	84439.112	3762.277	74416.698	4197.178	18390.358	2170.114	16465.652	1984.221	70515.767	1434.652	375208.824	16752.055	14469.133	1121.564	27930.581	2589.438	399122.646	114078.164	194739.911	4323.305	1520335.997	36116.475	77803.686	3720.156	13357.115	818.054	104404.318	6415.015	1440663.697	218949.023	147736.081	27534.831	15686501.881	644180.138	351143.672	14441.749	34646.142	1492.778	2204781.400	341505.194	1508898.241	500640.141	29432320.375	9798423.240	586110.422	197414.336	3819.785	0.205	950.135	0.068	13084.370	0.020	26842.381	0.001	3592.956	0.000	37853.111	0.000
2700.130	2700.135	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.445	0.017	0.445	0.022	0.445	0.048	0.445	0.049	5.110	0.088	199.669	7.801	5.110	0.355	5.110	0.428	127.742	34.602	127.741	2.409	127.742	2.585	3.547	0.149	3.459	0.188	3.547	0.193	292.760	41.042	22.230	3.855	292.761	10.485	22.229	0.797	5.328	0.201	186.035	26.603	186.036	58.876	186.036	59.083	186.033	59.806	0.857	0.000	0.445	0.000	2.213	0.000	2.468	0.000	1.235	0.000	7.578	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72384.224	2821.986	63792.652	3180.220	15764.872	1697.252	14114.945	1553.264	60459.906	1040.722	321702.379	12569.215	12405.771	861.683	23947.556	2004.775	342913.735	92886.654	167314.460	3154.695	1306225.287	26430.692	66846.502	2805.429	11476.616	623.528	89700.934	4890.000	1240768.899	173945.123	127237.422	22067.296	13509970.256	483860.861	302421.828	10848.282	29843.687	1123.765	1899030.649	271557.036	1299649.938	411305.919	25350757.445	8051157.014	504830.841	162292.298	3274.777	0.115	814.490	0.039	11227.895	0.010	23051.988	0.000	3080.413	0.000	32584.694	0.000
2700.135	2700.141	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.371	0.013	0.371	0.016	0.371	0.036	0.371	0.037	4.285	0.062	167.422	5.726	4.285	0.267	4.285	0.324	107.818	27.679	107.816	1.727	107.818	1.858	2.994	0.110	2.920	0.141	2.994	0.145	249.401	32.250	18.938	3.056	249.402	7.789	18.937	0.592	4.542	0.149	158.610	20.937	158.610	47.876	158.610	48.052	158.608	48.664	0.717	0.000	0.371	0.000	1.860	0.000	2.080	0.000	1.034	0.000	6.446	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	60431.243	2062.080	53258.418	2347.438	13161.581	1293.057	11784.110	1184.424	50695.703	738.532	269747.831	9225.097	10402.254	647.555	20080.055	1518.189	289428.390	74302.323	141217.891	2261.692	1102489.165	19004.019	56420.242	2078.557	9688.085	466.976	75709.992	3662.191	1057006.742	136679.308	108393.121	17492.076	11509097.071	359439.916	257632.114	8059.254	25440.156	837.054	1619071.312	213722.028	1108052.650	334462.081	21613492.260	6547916.199	430407.544	132056.599	2740.272	0.063	679.991	0.022	9436.030	0.005	19424.412	0.000	2579.581	0.000	27717.870	0.000
2700.141	2700.146	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.317	0.009	0.317	0.012	0.317	0.028	0.317	0.029	3.654	0.045	142.785	4.274	3.654	0.204	3.654	0.250	92.413	22.485	92.411	1.257	92.412	1.357	2.566	0.083	2.503	0.107	2.566	0.110	215.369	25.690	16.354	2.456	215.370	5.867	16.353	0.446	3.924	0.113	137.104	16.709	137.104	39.475	137.104	39.626	137.103	40.150	0.611	0.000	0.317	0.000	1.590	0.000	1.780	0.000	0.882	0.000	5.562	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	51496.678	1537.708	45384.332	1768.293	11215.683	1005.379	10041.867	921.744	43235.544	532.985	230052.917	6885.792	8871.504	494.917	17125.162	1169.271	248074.552	60358.499	121040.528	1646.683	944964.325	13876.579	48358.858	1563.939	8304.873	355.152	64892.467	2785.267	912771.296	108880.194	93602.175	14056.673	9938605.953	270727.414	222476.539	6070.560	21978.897	632.059	1399545.432	170563.429	957814.533	275772.735	18682972.297	5399708.654	372049.643	108954.287	2336.131	0.035	579.457	0.012	8063.618	0.002	16631.066	0.000	2199.449	0.000	23916.464	0.000
2700.146	2700.152	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.261	0.007	0.261	0.009	0.261	0.021	0.261	0.022	3.017	0.031	117.877	3.089	3.017	0.151	3.017	0.186	76.708	17.690	76.707	0.887	76.708	0.960	2.130	0.060	2.078	0.079	2.130	0.081	180.733	19.890	13.724	1.918	180.734	4.295	13.723	0.327	3.295	0.083	115.161	12.959	115.161	31.629	115.161	31.755	115.159	32.191	0.504	0.000	0.261	0.000	1.315	0.000	1.476	0.000	0.727	0.000	4.660	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	42401.478	1108.224	37368.678	1287.338	9234.801	755.436	8268.301	693.216	35693.238	372.426	189920.904	4976.182	7323.898	366.213	14137.731	871.857	205915.935	47486.628	100470.496	1161.285	784373.929	9814.547	40140.593	1139.762	6894.413	261.618	53864.423	2051.747	765977.423	84297.491	78548.869	10978.379	8340257.690	198193.552	186697.381	4444.409	18456.502	463.980	1175548.154	132284.727	804516.301	220963.808	15692762.226	4327158.722	312503.083	87356.148	1926.206	0.019	477.115	0.007	6670.300	0.001	13786.963	0.000	1814.339	0.000	20039.442	0.000
2700.152	2700.157	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.221	0.005	0.221	0.007	0.221	0.016	0.221	0.017	2.561	0.023	100.059	2.295	2.561	0.115	2.561	0.143	65.376	14.288	65.375	0.642	65.376	0.697	1.815	0.045	1.771	0.060	1.815	0.061	154.560	15.687	11.736	1.526	154.560	3.202	11.736	0.244	2.819	0.062	98.517	10.232	98.517	25.806	98.517	25.912	98.516	26.281	0.427	0.000	0.221	0.000	1.118	0.000	1.257	0.000	0.617	0.000	3.983	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	35880.838	820.861	31621.999	963.203	7814.642	583.377	6996.774	535.810	30298.048	267.544	161213.524	3697.239	6216.858	278.600	12000.751	668.380	175496.539	38355.719	85628.265	840.641	668500.514	7125.296	34210.734	852.658	5876.469	197.824	45907.179	1551.513	655051.497	66485.201	67173.722	8734.851	7132453.412	147769.319	159660.579	3313.881	15788.059	346.739	1005654.249	104451.872	688245.084	180278.132	13424795.030	3530918.687	267339.155	71317.499	1632.664	0.011	403.742	0.004	5669.810	0.000	11738.198	0.000	1538.675	0.000	17127.330	0.000
2700.157	2700.163	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.181	0.004	0.181	0.005	0.181	0.012	0.181	0.013	2.107	0.016	82.339	1.654	2.107	0.085	2.107	0.106	54.167	11.223	54.167	0.452	54.167	0.492	1.504	0.033	1.468	0.044	1.504	0.045	129.684	12.148	9.847	1.192	129.685	2.345	9.847	0.178	2.367	0.045	82.772	7.941	82.772	20.686	82.772	20.774	82.771	21.081	0.351	0.000	0.181	0.000	0.922	0.000	1.040	0.000	0.507	0.000	3.337	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	29433.059	589.739	25939.532	698.992	6410.353	436.887	5739.455	401.624	24932.280	186.487	132662.695	2664.906	5115.856	205.588	9875.424	496.997	145408.040	30128.246	70947.486	592.182	553887.555	5033.864	28345.379	620.616	4869.754	145.539	38036.492	1141.422	549624.590	51483.821	56362.484	6823.003	5984524.627	108223.825	133964.097	2427.188	13257.144	254.661	844926.445	81057.880	578246.925	144514.421	11279189.046	2830859.271	224611.905	57206.115	1341.522	0.006	331.190	0.002	4677.644	0.000	9710.222	0.000	1264.988	0.000	14349.077	0.000
2700.163	2700.168	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.140	0.002	0.140	0.003	0.140	0.009	0.140	0.009	1.632	0.010	63.779	1.121	1.632	0.059	1.632	0.074	42.253	8.295	42.253	0.299	42.253	0.327	1.173	0.023	1.145	0.030	1.173	0.031	102.187	8.825	7.759	0.874	102.188	1.610	7.759	0.123	1.866	0.031	65.320	5.782	65.320	15.566	65.320	15.635	65.319	15.874	0.271	0.000	0.140	0.000	0.716	0.000	0.810	0.000	0.392	0.000	2.627	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22706.570	397.872	20011.437	476.398	4945.362	307.389	4427.788	282.834	19312.437	122.127	102759.954	1805.359	3962.720	142.629	7649.461	347.469	113425.517	22266.683	55342.574	392.003	432059.886	3341.980	22110.809	424.646	3799.273	100.668	29670.358	789.489	433088.286	37403.463	44412.008	5000.772	4715632.401	74311.929	105559.837	1666.737	10452.985	175.339	666776.083	59025.690	456325.192	108747.695	8901003.835	2130543.231	177253.114	43075.762	1037.163	0.003	255.501	0.001	3632.550	0.000	7561.774	0.000	978.681	0.000	11296.322	0.000
2700.168	2700.174	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.111	0.002	0.111	0.002	0.111	0.006	0.111	0.006	1.304	0.007	50.963	0.783	1.304	0.042	1.304	0.053	33.922	6.309	33.922	0.204	33.922	0.223	0.942	0.016	0.919	0.022	0.942	0.022	82.446	6.564	6.260	0.656	82.447	1.132	6.260	0.086	1.506	0.022	52.692	4.304	52.692	11.973	52.692	12.027	52.692	12.217	0.217	0.000	0.111	0.000	0.573	0.000	0.649	0.000	0.313	0.000	2.117	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18086.241	277.077	15939.513	335.158	3939.080	223.262	3526.822	205.613	15431.636	82.479	82110.519	1261.366	3166.419	102.055	6112.315	250.553	91062.274	16935.541	44431.101	266.993	346873.934	2282.884	17751.390	298.972	3050.531	71.645	23820.480	561.896	349421.812	27819.140	35832.242	3752.296	3804639.543	52231.992	85167.183	1171.584	8436.546	123.540	537878.056	43929.974	368110.546	83643.201	7180303.490	1638944.524	142987.371	33153.223	827.516	0.002	203.512	0.001	2907.486	0.000	6063.891	0.000	781.285	0.000	9102.211	0.000
2700.174	2700.179	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.090	0.001	0.090	0.002	0.090	0.005	0.090	0.005	1.061	0.005	41.464	0.558	1.061	0.031	1.061	0.039	27.720	4.886	27.720	0.142	27.720	0.155	0.770	0.011	0.751	0.016	0.770	0.016	68.151	5.006	5.175	0.504	68.151	0.816	5.175	0.062	1.246	0.016	43.647	3.292	43.647	9.461	43.647	9.506	43.646	9.661	0.176	0.000	0.090	0.000	0.467	0.000	0.530	0.000	0.255	0.000	1.749	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	14679.096	196.810	12936.776	240.483	3197.024	165.345	2862.428	152.412	12555.370	56.794	66806.134	898.306	2576.237	74.418	4973.056	184.110	74412.669	13117.002	36307.426	185.370	283452.345	1589.580	14505.769	214.503	2493.031	51.956	19465.201	407.493	288834.860	21218.050	29619.218	2886.976	3144945.450	37672.671	70399.876	845.067	6978.141	89.345	445540.811	33603.748	304917.203	66096.980	5947664.578	1295322.190	118440.802	26215.348	672.504	0.001	165.174	0.000	2369.369	0.000	4950.107	0.000	635.203	0.000	7520.676	0.000
2700.179	2700.185	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.069	0.001	0.069	0.001	0.069	0.003	0.069	0.003	0.820	0.003	32.057	0.378	0.820	0.021	0.820	0.027	21.658	3.621	21.658	0.094	21.658	0.104	0.601	0.008	0.587	0.011	0.601	0.011	53.878	3.655	4.091	0.371	53.879	0.564	4.091	0.043	0.986	0.011	34.528	2.406	34.528	7.143	34.528	7.178	34.528	7.298	0.136	0.000	0.069	0.000	0.363	0.000	0.413	0.000	0.197	0.000	1.380	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11275.027	132.520	9936.749	163.550	2455.637	116.019	2198.634	107.039	9706.965	37.237	51649.999	608.886	1991.773	51.634	3844.831	128.712	58138.999	9719.510	28367.178	123.281	221462.765	1060.191	11333.432	147.363	1948.286	36.078	15208.261	282.933	228345.625	15488.530	23416.214	2125.688	2486315.321	26017.872	55656.384	583.666	5521.038	61.878	352462.594	24565.291	241216.756	49902.512	4705134.171	978094.142	93697.256	19804.916	518.353	0.000	126.870	0.000	1838.889	0.000	3857.904	0.000	490.156	0.000	5933.323	0.000
2700.185	2700.190	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.052	0.001	0.052	0.001	0.052	0.002	0.052	0.002	0.619	0.002	24.197	0.249	0.619	0.014	0.619	0.019	16.602	2.628	16.602	0.061	16.602	0.068	0.461	0.005	0.450	0.007	0.461	0.008	42.338	2.646	3.215	0.271	42.338	0.386	3.215	0.029	0.776	0.008	27.206	1.748	27.206	5.364	27.206	5.391	27.206	5.484	0.102	0.000	0.052	0.000	0.275	0.000	0.315	0.000	0.148	0.000	1.081	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	8429.786	86.565	7429.221	107.933	1835.959	79.059	1643.811	73.006	7326.951	23.727	38986.130	401.473	1503.418	34.872	2902.132	87.608	44567.983	7055.550	21745.608	80.070	169768.119	690.615	8687.942	98.962	1494.032	24.500	11658.293	192.091	179436.681	11212.542	18400.737	1552.575	1953775.887	17791.462	43735.444	399.147	4344.765	42.463	277719.234	17846.303	190064.236	37476.215	3707361.542	734645.471	73827.775	14883.011	389.530	0.000	94.855	0.000	1395.987	0.000	2946.702	0.000	368.948	0.000	4650.038	0.000
2700.190	2700.195	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.000	0.037	0.000	0.037	0.001	0.037	0.001	0.443	0.001	17.322	0.156	0.443	0.009	0.443	0.012	11.922	1.790	11.922	0.037	11.922	0.041	0.331	0.003	0.323	0.005	0.331	0.005	30.521	1.761	2.318	0.182	30.522	0.243	2.317	0.018	0.559	0.005	19.626	1.165	19.626	3.693	19.626	3.712	19.626	3.778	0.073	0.000	0.037	0.000	0.197	0.000	0.226	0.000	0.106	0.000	0.779	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5995.983	53.967	5284.296	67.964	1305.891	51.365	1169.219	47.475	5245.203	14.401	27909.314	251.925	1076.264	22.400	2077.572	56.704	32004.539	4804.770	15615.653	48.928	121911.513	423.227	6238.864	62.473	1072.938	15.630	8371.890	122.560	129354.974	7462.777	13264.996	1042.330	1408466.919	11202.441	31528.655	251.340	3133.041	26.799	200344.548	11895.781	137110.898	25800.229	2674462.495	505833.715	53258.796	10252.636	278.027	0.000	67.469	0.000	1000.065	0.000	2113.927	0.000	263.629	0.000	3351.303	0.000
2700.195	2700.201	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.023	0.000	0.023	0.000	0.023	0.001	0.023	0.001	0.281	0.001	10.985	0.087	0.281	0.005	0.281	0.007	7.683	1.095	7.683	0.021	7.683	0.023	0.213	0.002	0.208	0.003	0.213	0.003	19.966	1.064	1.516	0.111	19.966	0.139	1.516	0.011	0.366	0.003	12.857	0.706	12.857	2.310	12.857	2.322	12.857	2.365	0.046	0.000	0.023	0.000	0.126	0.000	0.145	0.000	0.067	0.000	0.509	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3773.002	29.822	3325.169	37.928	821.738	29.562	735.736	27.347	3326.364	7.763	17699.320	140.329	682.537	12.768	1317.539	32.563	20624.799	2938.355	10063.251	26.889	78563.870	233.253	4020.533	35.453	691.687	8.965	5395.127	70.285	84618.112	4511.055	8677.354	635.474	921354.686	6410.126	20624.605	143.828	2051.430	15.380	131243.696	7206.489	89819.969	16137.240	1752013.446	316428.034	34889.300	6416.752	175.686	0.000	42.455	0.000	638.195	0.000	1357.463	0.000	166.811	0.000	2187.797	0.000
