Min	Max	Gen[Ir L3-M1]	Emit[Ir L3-M1]	Gen[Ir L3-M4]	Emit[Ir L3-M4]	Gen[Ir L3-M5]	Emit[Ir L3-M5]	Gen[Ir L3-N1]	Emit[Ir L3-N1]	Gen[Ir L3-N4]	Emit[Ir L3-N4]	Gen[Ir L3-N5]	Emit[Ir L3-N5]	Gen[Ir L3-O1]	Emit[Ir L3-O1]	Gen[Ir L3-O4]	Emit[Ir L3-O4]	Gen[Ir L3-O5]	Emit[Ir L3-O5]	Gen[Ir M1-N2]	Emit[Ir M1-N2]	Gen[Ir M1-N3]	Emit[Ir M1-N3]	Gen[Ir M1-O2]	Emit[Ir M1-O2]	Gen[Ir M1-O3]	Emit[Ir M1-O3]	Gen[Ir M2-N1]	Emit[Ir M2-N1]	Gen[Ir M2-N4]	Emit[Ir M2-N4]	Gen[Ir M2-O1]	Emit[Ir M2-O1]	Gen[Ir M2-O4]	Emit[Ir M2-O4]	Gen[Ir M3-N1]	Emit[Ir M3-N1]	Gen[Ir M3-N4]	Emit[Ir M3-N4]	Gen[Ir M3-N5]	Emit[Ir M3-N5]	Gen[Ir M3-O1]	Emit[Ir M3-O1]	Gen[Ir M3-O4]	Emit[Ir M3-O4]	Gen[Ir M3-O5]	Emit[Ir M3-O5]	Gen[Ir M4-N2]	Emit[Ir M4-N2]	Gen[Ir M4-N3]	Emit[Ir M4-N3]	Gen[Ir M4-N6]	Emit[Ir M4-N6]	Gen[Ir M4-O2]	Emit[Ir M4-O2]	Gen[Ir M4-O3]	Emit[Ir M4-O3]	Gen[Ir M5-N3]	Emit[Ir M5-N3]	Gen[Ir M5-N6]	Emit[Ir M5-N6]	Gen[Ir M5-N7]	Emit[Ir M5-N7]	Gen[Ir M5-O3]	Emit[Ir M5-O3]	Gen[Ir N1-O2]	Emit[Ir N1-O2]	Gen[Ir N1-O3]	Emit[Ir N1-O3]	Gen[Ir N2-O1]	Emit[Ir N2-O1]	Gen[Ir N3-O1]	Emit[Ir N3-O1]	Gen[Ir N4-O2]	Emit[Ir N4-O2]	Gen[Ir N5-O3]	Emit[Ir N5-O3]	Gen_I[Ir L3-M1]	Emit_I[Ir L3-M1]	Gen_I[Ir L3-M4]	Emit_I[Ir L3-M4]	Gen_I[Ir L3-M5]	Emit_I[Ir L3-M5]	Gen_I[Ir L3-N1]	Emit_I[Ir L3-N1]	Gen_I[Ir L3-N4]	Emit_I[Ir L3-N4]	Gen_I[Ir L3-N5]	Emit_I[Ir L3-N5]	Gen_I[Ir L3-O1]	Emit_I[Ir L3-O1]	Gen_I[Ir L3-O4]	Emit_I[Ir L3-O4]	Gen_I[Ir L3-O5]	Emit_I[Ir L3-O5]	Gen_I[Ir M1-N2]	Emit_I[Ir M1-N2]	Gen_I[Ir M1-N3]	Emit_I[Ir M1-N3]	Gen_I[Ir M1-O2]	Emit_I[Ir M1-O2]	Gen_I[Ir M1-O3]	Emit_I[Ir M1-O3]	Gen_I[Ir M2-N1]	Emit_I[Ir M2-N1]	Gen_I[Ir M2-N4]	Emit_I[Ir M2-N4]	Gen_I[Ir M2-O1]	Emit_I[Ir M2-O1]	Gen_I[Ir M2-O4]	Emit_I[Ir M2-O4]	Gen_I[Ir M3-N1]	Emit_I[Ir M3-N1]	Gen_I[Ir M3-N4]	Emit_I[Ir M3-N4]	Gen_I[Ir M3-N5]	Emit_I[Ir M3-N5]	Gen_I[Ir M3-O1]	Emit_I[Ir M3-O1]	Gen_I[Ir M3-O4]	Emit_I[Ir M3-O4]	Gen_I[Ir M3-O5]	Emit_I[Ir M3-O5]	Gen_I[Ir M4-N2]	Emit_I[Ir M4-N2]	Gen_I[Ir M4-N3]	Emit_I[Ir M4-N3]	Gen_I[Ir M4-N6]	Emit_I[Ir M4-N6]	Gen_I[Ir M4-O2]	Emit_I[Ir M4-O2]	Gen_I[Ir M4-O3]	Emit_I[Ir M4-O3]	Gen_I[Ir M5-N3]	Emit_I[Ir M5-N3]	Gen_I[Ir M5-N6]	Emit_I[Ir M5-N6]	Gen_I[Ir M5-N7]	Emit_I[Ir M5-N7]	Gen_I[Ir M5-O3]	Emit_I[Ir M5-O3]	Gen_I[Ir N1-O2]	Emit_I[Ir N1-O2]	Gen_I[Ir N1-O3]	Emit_I[Ir N1-O3]	Gen_I[Ir N2-O1]	Emit_I[Ir N2-O1]	Gen_I[Ir N3-O1]	Emit_I[Ir N3-O1]	Gen_I[Ir N4-O2]	Emit_I[Ir N4-O2]	Gen_I[Ir N5-O3]	Emit_I[Ir N5-O3]
2700.201	2700.206	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.000	0.015	0.000	0.015	0.000	0.015	0.000	0.179	0.000	7.007	0.048	0.179	0.003	0.179	0.004	5.005	0.675	5.005	0.011	5.005	0.013	0.139	0.001	0.136	0.002	0.139	0.002	13.682	0.671	1.039	0.071	13.682	0.083	1.039	0.006	0.252	0.002	8.858	0.448	8.858	1.516	8.858	1.524	8.857	1.553	0.029	0.000	0.015	0.000	0.081	0.000	0.094	0.000	0.042	0.000	0.347	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2366.282	16.292	2085.419	20.939	515.363	16.864	461.426	15.615	2121.866	4.167	11290.280	77.995	435.386	7.272	840.450	18.695	13435.975	1811.369	6555.680	14.810	51180.239	128.850	2619.167	20.198	450.801	5.166	3514.642	40.488	57988.417	2845.493	5946.552	404.461	631400.302	3817.103	14133.952	85.652	1409.424	9.201	90417.079	4573.601	61879.235	10590.630	1207006.098	207697.851	24036.114	4214.007	111.201	0.000	26.626	0.000	410.234	0.000	879.939	0.000	105.892	0.000	1492.694	0.000
2700.206	2700.212	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.000	0.012	0.000	0.012	0.000	0.012	0.000	0.150	0.000	5.861	0.036	0.150	0.002	0.150	0.003	4.185	0.536	4.185	0.008	4.185	0.009	0.116	0.001	0.114	0.001	0.116	0.001	11.124	0.505	0.845	0.054	11.124	0.059	0.845	0.004	0.204	0.001	7.180	0.336	7.180	1.175	7.180	1.181	7.180	1.204	0.024	0.000	0.012	0.000	0.068	0.000	0.079	0.000	0.035	0.000	0.283	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1977.004	11.980	1742.345	15.547	430.580	12.906	385.516	11.961	1774.697	2.971	9443.022	57.427	364.150	5.477	702.940	14.183	11233.584	1438.547	5481.090	10.590	42790.904	92.393	2189.840	14.905	376.903	3.851	2938.531	30.187	47145.868	2141.478	4834.679	306.949	513342.424	2722.598	11491.215	61.096	1144.595	6.569	73296.366	3434.768	50162.238	8205.784	978456.296	160949.771	19484.813	3267.091	92.962	0.000	22.246	0.000	343.023	0.000	735.704	0.000	88.539	0.000	1215.685	0.000
2700.212	2700.217	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.007	0.000	0.007	0.000	0.007	0.000	0.007	0.000	0.083	0.000	3.225	0.017	0.083	0.001	0.083	0.002	2.316	0.281	2.316	0.004	2.316	0.004	0.064	0.000	0.063	0.001	0.064	0.001	6.321	0.264	0.480	0.028	6.321	0.029	0.480	0.002	0.116	0.001	4.080	0.176	4.080	0.636	4.080	0.639	4.080	0.652	0.013	0.000	0.007	0.000	0.037	0.000	0.044	0.000	0.019	0.000	0.160	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1072.405	5.682	945.117	7.449	233.564	6.384	209.119	5.922	976.426	1.381	5195.489	27.615	200.353	2.697	386.753	7.040	6218.088	754.039	3033.929	4.967	23685.906	43.461	1212.135	7.228	208.649	1.888	1626.555	14.799	26788.049	1120.265	2747.041	162.017	291678.631	1344.825	6529.252	30.180	651.197	3.255	41644.138	1798.078	28500.228	4441.764	555920.731	87134.488	11070.511	1769.634	50.819	0.000	12.067	0.000	188.983	0.000	406.441	0.000	48.519	0.000	687.629	0.000
2700.217	2700.223	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.005	0.000	0.005	0.000	0.005	0.000	0.005	0.000	0.066	0.000	2.580	0.012	0.066	0.001	0.066	0.001	1.845	0.212	1.845	0.003	1.845	0.003	0.051	0.000	0.050	0.000	0.051	0.000	4.977	0.192	0.378	0.021	4.977	0.020	0.378	0.002	0.092	0.000	3.224	0.128	3.224	0.479	3.224	0.482	3.224	0.491	0.011	0.000	0.005	0.000	0.030	0.000	0.035	0.000	0.016	0.000	0.127	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	855.517	3.954	753.972	5.237	186.327	4.637	166.826	4.305	781.155	0.931	4156.467	19.274	160.285	1.929	309.408	5.074	4951.493	568.383	2415.932	3.347	18861.200	29.374	965.229	5.037	166.129	1.330	1295.234	10.428	21095.141	812.536	2163.249	118.564	229692.047	921.210	5141.677	20.675	512.567	2.234	32909.788	1309.992	22522.653	3345.356	439323.133	65635.819	8748.606	1333.691	40.604	0.000	9.627	0.000	150.835	0.000	323.875	0.000	38.785	0.000	544.219	0.000
2700.223	2700.228	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.000	0.004	0.000	0.004	0.000	0.004	0.000	0.046	0.000	1.781	0.007	0.046	0.000	0.046	0.001	1.310	0.143	1.310	0.002	1.310	0.002	0.036	0.000	0.036	0.000	0.036	0.000	3.634	0.129	0.276	0.014	3.634	0.013	0.276	0.001	0.067	0.000	2.355	0.087	2.355	0.334	2.355	0.336	2.355	0.343	0.007	0.000	0.004	0.000	0.021	0.000	0.025	0.000	0.011	0.000	0.092	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	598.764	2.423	527.694	3.242	130.407	2.962	116.759	2.753	539.176	0.545	2868.914	11.660	110.634	1.194	213.562	3.166	3516.833	382.873	1715.933	2.024	13396.299	17.813	685.560	3.146	118.074	0.840	919.949	6.583	15400.515	547.684	1579.280	80.611	167686.764	587.473	3753.683	13.186	374.665	1.429	24035.533	883.922	16449.330	2331.458	320857.912	45749.720	6389.510	930.075	28.203	0.000	6.737	0.000	105.599	0.000	229.018	0.000	26.876	0.000	395.367	0.000
2700.228	2700.234	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.002	0.000	0.002	0.000	0.002	0.000	0.027	0.000	1.068	0.004	0.027	0.000	0.027	0.000	0.774	0.080	0.774	0.001	0.774	0.001	0.021	0.000	0.021	0.000	0.021	0.000	2.238	0.073	0.170	0.008	2.238	0.007	0.170	0.001	0.041	0.000	1.467	0.050	1.467	0.198	1.467	0.199	1.467	0.204	0.004	0.000	0.002	0.000	0.012	0.000	0.015	0.000	0.006	0.000	0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	361.613	1.281	318.692	1.732	78.757	1.633	70.515	1.519	323.501	0.276	1721.325	6.122	66.379	0.642	128.136	1.715	2076.882	214.258	1013.352	1.015	7911.247	8.957	404.861	1.630	69.705	0.440	543.280	3.448	9486.054	311.186	972.769	46.204	103287.826	315.590	2312.107	7.084	231.099	0.770	14970.336	508.310	10245.332	1385.166	199843.742	27184.746	3979.654	552.932	16.972	0.000	4.069	0.000	62.946	0.000	135.690	0.000	16.155	0.000	244.638	0.000
2700.234	2700.239	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.002	0.000	0.002	0.000	0.002	0.000	0.028	0.000	1.085	0.003	0.028	0.000	0.028	0.000	0.759	0.074	0.759	0.001	0.759	0.001	0.021	0.000	0.021	0.000	0.021	0.000	1.977	0.060	0.150	0.007	1.977	0.005	0.150	0.000	0.036	0.000	1.274	0.040	1.274	0.164	1.274	0.165	1.274	0.169	0.005	0.000	0.002	0.000	0.012	0.000	0.014	0.000	0.007	0.000	0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	372.657	1.150	328.425	1.571	81.163	1.530	72.668	1.425	328.527	0.236	1748.067	5.420	67.411	0.583	130.126	1.568	2038.535	199.157	994.642	0.844	7765.178	7.472	397.386	1.402	68.367	0.382	533.249	2.998	8379.207	253.554	859.265	37.978	91236.042	243.111	2042.327	5.457	203.158	0.592	13007.598	407.746	8902.081	1147.996	173642.518	22533.391	3457.888	458.554	17.352	0.000	4.193	0.000	63.052	0.000	134.152	0.000	16.475	0.000	216.738	0.000
2700.239	2700.245	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.002	0.000	0.002	0.000	0.002	0.000	0.021	0.000	0.819	0.002	0.021	0.000	0.021	0.000	0.572	0.053	0.572	0.000	0.572	0.000	0.016	0.000	0.016	0.000	0.016	0.000	1.535	0.043	0.117	0.005	1.535	0.004	0.117	0.000	0.028	0.000	0.991	0.029	0.991	0.122	0.991	0.122	0.991	0.125	0.003	0.000	0.002	0.000	0.009	0.000	0.011	0.000	0.005	0.000	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	278.533	0.754	245.473	1.040	60.663	1.045	54.314	0.974	247.875	0.151	1318.921	3.581	50.861	0.394	98.181	1.069	1536.732	142.153	749.802	0.539	5853.710	4.784	299.566	0.926	51.536	0.255	401.985	2.001	6504.718	180.883	667.041	27.342	70825.880	163.539	1585.444	3.671	157.922	0.399	10119.388	291.725	6925.462	849.934	135086.905	16685.426	2690.098	339.726	13.036	0.000	3.134	0.000	47.511	0.000	101.088	0.000	12.397	0.000	167.779	0.000
2700.245	2700.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.001	0.000	0.001	0.000	0.001	0.000	0.018	0.000	0.694	0.002	0.018	0.000	0.018	0.000	0.539	0.047	0.539	0.000	0.539	0.000	0.015	0.000	0.015	0.000	0.015	0.000	1.574	0.040	0.119	0.005	1.574	0.003	0.119	0.000	0.029	0.000	1.029	0.027	1.029	0.121	1.029	0.121	1.029	0.124	0.003	0.000	0.001	0.000	0.008	0.000	0.010	0.000	0.004	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	225.166	0.535	198.440	0.746	49.040	0.773	43.907	0.721	210.063	0.109	1117.730	2.665	43.103	0.300	83.204	0.820	1447.216	127.042	706.125	0.433	5512.724	3.853	282.116	0.768	48.643	0.214	378.569	1.677	6669.414	171.504	683.930	26.145	72619.155	146.846	1625.586	3.297	162.712	0.361	10502.078	280.175	7187.366	842.555	140195.561	16542.896	2791.830	336.987	10.814	0.000	2.534	0.000	42.056	0.000	93.157	0.000	10.367	0.000	170.893	0.000
2700.250	2700.255	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.001	0.000	0.001	0.000	0.001	0.000	0.015	0.000	0.580	0.001	0.015	0.000	0.015	0.000	0.405	0.034	0.405	0.000	0.405	0.000	0.011	0.000	0.011	0.000	0.011	0.000	1.062	0.025	0.081	0.003	1.062	0.002	0.081	0.000	0.020	0.000	0.685	0.017	0.685	0.076	0.685	0.077	0.685	0.079	0.002	0.000	0.001	0.000	0.007	0.000	0.008	0.000	0.004	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	195.675	0.404	172.449	0.568	42.617	0.609	38.157	0.569	175.674	0.076	934.749	1.935	36.047	0.223	69.583	0.616	1086.311	90.105	530.033	0.273	4137.970	2.442	211.762	0.502	36.428	0.141	284.162	1.109	4502.982	106.429	461.768	16.374	49030.209	85.947	1097.546	1.930	109.237	0.211	6993.565	171.672	4786.225	534.110	93359.308	10488.408	1859.141	213.765	9.202	0.000	2.202	0.000	33.605	0.000	71.456	0.000	8.764	0.000	116.360	0.000
2700.255	2700.261	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.001	0.000	0.001	0.000	0.001	0.000	0.011	0.000	0.448	0.001	0.011	0.000	0.011	0.000	0.325	0.026	0.325	0.000	0.325	0.000	0.009	0.000	0.009	0.000	0.009	0.000	0.920	0.020	0.070	0.002	0.920	0.001	0.070	0.000	0.017	0.000	0.596	0.014	0.596	0.064	0.596	0.064	0.596	0.066	0.002	0.000	0.001	0.000	0.005	0.000	0.006	0.000	0.003	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	147.682	0.268	130.153	0.382	32.164	0.422	28.798	0.394	135.595	0.050	721.491	1.319	27.823	0.156	53.708	0.432	872.812	68.867	425.862	0.189	3324.709	1.690	170.143	0.357	29.294	0.102	228.314	0.797	3899.542	85.419	399.887	13.250	42459.726	65.430	950.465	1.469	94.950	0.161	6086.464	138.554	4165.427	444.559	81250.126	8731.074	1618.001	178.033	7.031	0.000	1.662	0.000	26.350	0.000	56.911	0.000	6.722	0.000	99.856	0.000
2700.261	2700.266	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.001	0.000	0.001	0.000	0.001	0.000	0.007	0.000	0.286	0.000	0.007	0.000	0.007	0.000	0.208	0.016	0.208	0.000	0.208	0.000	0.006	0.000	0.006	0.000	0.006	0.000	0.571	0.012	0.043	0.001	0.571	0.001	0.043	0.000	0.011	0.000	0.369	0.008	0.369	0.038	0.369	0.038	0.369	0.039	0.001	0.000	0.001	0.000	0.003	0.000	0.004	0.000	0.002	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	96.924	0.154	85.419	0.221	21.109	0.252	18.900	0.236	86.517	0.027	460.350	0.732	17.752	0.089	34.268	0.248	559.409	41.728	272.947	0.102	2130.899	0.916	109.050	0.200	18.778	0.057	146.333	0.451	2420.048	48.765	248.169	7.633	26350.423	35.247	589.857	0.791	58.836	0.087	3771.719	79.056	2581.272	262.359	50349.865	5153.453	1002.659	105.137	4.544	0.000	1.091	0.000	16.892	0.000	36.505	0.000	4.323	0.000	62.194	0.000
2700.266	2700.272	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.007	0.000	0.256	0.000	0.007	0.000	0.007	0.000	0.203	0.014	0.203	0.000	0.203	0.000	0.006	0.000	0.006	0.000	0.006	0.000	0.577	0.011	0.044	0.001	0.577	0.001	0.044	0.000	0.011	0.000	0.373	0.007	0.373	0.036	0.373	0.036	0.373	0.037	0.001	0.000	0.000	0.000	0.003	0.000	0.004	0.000	0.002	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	76.271	0.105	67.218	0.153	16.611	0.180	14.873	0.169	77.657	0.020	413.204	0.572	15.934	0.071	30.759	0.200	545.155	38.432	265.992	0.084	2076.601	0.754	106.271	0.170	18.328	0.049	142.604	0.388	2443.592	45.189	250.584	7.139	26606.772	30.771	595.595	0.691	59.613	0.076	3803.126	73.216	2602.766	251.568	50769.123	4942.251	1011.008	100.882	3.849	0.000	0.858	0.000	15.569	0.000	34.827	0.000	3.744	0.000	62.107	0.000
2700.272	2700.277	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.000	0.167	0.000	0.004	0.000	0.004	0.000	0.129	0.009	0.129	0.000	0.129	0.000	0.004	0.000	0.004	0.000	0.004	0.000	0.362	0.006	0.027	0.001	0.362	0.000	0.027	0.000	0.007	0.000	0.234	0.004	0.234	0.022	0.234	0.022	0.234	0.022	0.001	0.000	0.000	0.000	0.002	0.000	0.002	0.000	0.001	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	53.126	0.065	46.820	0.095	11.570	0.115	10.360	0.108	50.665	0.011	269.586	0.330	10.396	0.042	20.068	0.119	346.740	23.275	169.182	0.046	1320.801	0.414	67.592	0.096	11.652	0.028	90.702	0.221	1533.359	26.359	157.242	4.197	16695.809	17.062	373.737	0.383	37.357	0.042	2384.466	42.704	1631.870	151.124	31830.992	2969.343	633.877	60.638	2.583	0.000	0.598	0.000	10.092	0.000	22.319	0.000	2.485	0.000	39.081	0.000
2700.277	2700.283	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.099	0.000	0.003	0.000	0.003	0.000	0.069	0.004	0.069	0.000	0.069	0.000	0.002	0.000	0.002	0.000	0.002	0.000	0.196	0.003	0.015	0.000	0.196	0.000	0.015	0.000	0.004	0.000	0.127	0.002	0.127	0.011	0.127	0.011	0.127	0.011	0.000	0.000	0.000	0.000	0.001	0.000	0.001	0.000	0.001	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	33.667	0.035	29.671	0.052	7.333	0.065	6.565	0.061	29.986	0.006	159.552	0.166	6.153	0.022	11.877	0.062	185.879	11.712	90.694	0.020	708.050	0.184	36.235	0.044	6.234	0.013	48.623	0.103	831.580	13.022	85.276	2.095	9054.569	7.900	202.687	0.177	20.234	0.020	1292.634	21.111	884.647	77.576	17255.783	1524.502	343.629	31.150	1.576	0.000	0.379	0.000	5.747	0.000	12.227	0.000	1.499	0.000	21.253	0.000
2700.283	2700.288	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.135	0.000	0.003	0.000	0.003	0.000	0.092	0.006	0.092	0.000	0.092	0.000	0.003	0.000	0.002	0.000	0.003	0.000	0.235	0.003	0.018	0.000	0.235	0.000	0.018	0.000	0.004	0.000	0.152	0.002	0.152	0.013	0.152	0.013	0.152	0.013	0.001	0.000	0.000	0.000	0.002	0.000	0.002	0.000	0.001	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	47.090	0.045	41.501	0.067	10.256	0.086	9.183	0.081	40.969	0.007	217.994	0.208	8.406	0.028	16.227	0.080	245.955	14.949	120.006	0.024	936.890	0.218	47.946	0.053	8.242	0.016	64.338	0.126	994.102	14.712	101.942	2.381	10824.170	8.581	242.300	0.193	24.071	0.021	1554.586	24.004	1063.921	90.256	20752.664	1773.849	413.265	36.258	2.177	0.000	0.530	0.000	7.761	0.000	16.302	0.000	2.062	0.000	25.997	0.000
2700.288	2700.294	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.045	0.000	0.001	0.000	0.001	0.000	0.034	0.002	0.034	0.000	0.034	0.000	0.001	0.000	0.001	0.000	0.001	0.000	0.093	0.001	0.007	0.000	0.093	0.000	0.007	0.000	0.002	0.000	0.060	0.001	0.060	0.005	0.060	0.005	0.060	0.005	0.000	0.000	0.000	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	13.812	0.011	12.173	0.017	3.008	0.023	2.693	0.021	13.745	0.002	73.138	0.060	2.820	0.008	5.444	0.024	91.043	5.208	44.422	0.007	346.800	0.067	17.748	0.017	3.057	0.005	23.815	0.041	393.637	5.316	40.366	0.869	4286.068	2.910	95.944	0.065	9.583	0.007	609.268	8.593	416.968	33.527	8133.315	659.035	161.965	13.479	0.688	0.000	0.155	0.000	2.687	0.000	5.881	0.000	0.667	0.000	10.033	0.000
2700.294	2700.299	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.031	0.000	0.001	0.000	0.001	0.000	0.031	0.002	0.031	0.000	0.031	0.000	0.001	0.000	0.001	0.000	0.001	0.000	0.104	0.001	0.008	0.000	0.104	0.000	0.008	0.000	0.002	0.000	0.068	0.001	0.068	0.005	0.068	0.005	0.068	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.658	0.003	4.105	0.005	1.014	0.007	0.908	0.007	9.480	0.001	50.443	0.037	1.945	0.005	3.755	0.015	83.353	4.520	40.670	0.006	317.509	0.053	16.249	0.014	2.812	0.004	21.804	0.033	440.338	5.479	45.155	0.904	4794.567	2.833	107.327	0.064	10.849	0.007	693.408	9.017	474.551	36.367	9256.516	714.972	184.333	14.630	0.370	0.000	0.052	0.000	2.052	0.000	5.046	0.000	0.398	0.000	10.963	0.000
